Date,Flow,Year,month
5/1/2015,3551,2015,5
5/2/2015,3571,2015,5
5/3/2015,3643,2015,5
5/4/2015,3846,2015,5
5/5/2015,3922,2015,5
5/6/2015,3870,2015,5
5/7/2015,3812,2015,5
5/8/2015,3675,2015,5
5/9/2015,3618,2015,5
5/10/2015,3642,2015,5
5/11/2015,3643,2015,5
5/12/2015,3654,2015,5
5/13/2015,3731,2015,5
5/14/2015,3752,2015,5
5/15/2015,3846,2015,5
5/16/2015,3927,2015,5
5/17/2015,4116,2015,5
5/18/2015,4310,2015,5
5/19/2015,4418,2015,5
5/20/2015,4659,2015,5
5/21/2015,4815,2015,5
5/22/2015,4955,2015,5
5/23/2015,5081,2015,5
5/24/2015,5123,2015,5
5/25/2015,5246,2015,5
5/26/2015,5130,2015,5
5/27/2015,4927,2015,5
5/28/2015,4648,2015,5
5/29/2015,4268,2015,5
5/30/2015,4044,2015,5
5/31/2015,4138,2015,5
4/1/2016,13175,2016,4
4/2/2016,12592,2016,4
4/3/2016,12138,2016,4
4/4/2016,11692,2016,4
4/5/2016,11363,2016,4
4/6/2016,10908,2016,4
4/7/2016,10320,2016,4
4/8/2016,9808,2016,4
4/9/2016,9633,2016,4
4/10/2016,9673,2016,4
4/11/2016,9687,2016,4
4/12/2016,9669,2016,4
4/13/2016,9455,2016,4
4/14/2016,9333,2016,4
4/15/2016,9224,2016,4
4/16/2016,8923,2016,4
4/17/2016,8491,2016,4
4/18/2016,8054,2016,4
4/19/2016,7443,2016,4
4/20/2016,6768,2016,4
4/21/2016,6186,2016,4
4/22/2016,5823,2016,4
4/23/2016,5568,2016,4
4/24/2016,6225,2016,4
4/25/2016,5871,2016,4
4/26/2016,5239,2016,4
4/27/2016,4816,2016,4
4/28/2016,4303,2016,4
4/29/2016,3950,2016,4
4/30/2016,3823,2016,4
5/1/2016,3505,2016,5
5/2/2016,3248,2016,5
5/3/2016,3152,2016,5
5/4/2016,3068,2016,5
5/5/2016,2904,2016,5
5/6/2016,3086,2016,5
5/7/2016,3429,2016,5
5/8/2016,3890,2016,5
5/9/2016,4538,2016,5
5/10/2016,4873,2016,5
5/11/2016,4850,2016,5
5/12/2016,4645,2016,5
5/13/2016,4305,2016,5
5/14/2016,3923,2016,5
5/15/2016,3590,2016,5
5/16/2016,3471,2016,5
5/17/2016,3399,2016,5
5/18/2016,3254,2016,5
5/19/2016,3172,2016,5
5/20/2016,3124,2016,5
5/21/2016,3170,2016,5
5/22/2016,3443,2016,5
5/23/2016,3832,2016,5
5/24/2016,3984,2016,5
5/25/2016,3941,2016,5
5/26/2016,3837,2016,5
5/27/2016,3800,2016,5
5/28/2016,3784,2016,5
5/29/2016,3519,2016,5
5/30/2016,3380,2016,5
5/31/2016,3294,2016,5
